Nombre Algoritmo, Dataset (con restricciones), Semilla, Infeasible, IntraCluster, Fitness, Ellapsed(s)
SteadyGeneticSegment,glass_set_const_20,123456789,41,0.23584150076115165,0.25718649218420436,5.149080173
SteadyGeneticSegment,bupa_set_const_10,123456789,553,0.16358554958653698,0.3117830471257727,7.971289822
SteadyGeneticSegment,bupa_set_const_20,123456789,1042,0.15159016991441607,0.2968877296535559,10.823646151
SteadyGeneticSegment,zoo_set_const_10,234567891,8,0.5972698535013654,0.6578909228950125,1.832751647
SteadyGeneticSegment,zoo_set_const_20,234567891,16,0.7504454615872121,0.8150547592304412,2.079908115
SteadyGeneticSegment,glass_set_const_10,234567891,69,0.20500612486198375,0.27290494931243053,3.993282502
SteadyGeneticSegment,glass_set_const_20,234567891,37,0.24400834399994714,0.26327089723538494,5.087053102
SteadyGeneticSegment,bupa_set_const_10,234567891,512,0.1534130992415888,0.29062307888008554,7.850961771
SteadyGeneticSegment,bupa_set_const_20,234567891,1133,0.15511842982695367,0.3131051238619301,10.750837081
SteadyGeneticSegment,zoo_set_const_10,3456789,5,0.6090365282985636,0.646924696669593,1.8074613400000001
SteadyGeneticSegment,zoo_set_const_20,3456789,28,0.5901590351163898,0.7032253059920407,2.078890192
SteadyGeneticSegment,glass_set_const_10,3456789,29,0.2505020400800567,0.2790392271679257,4.022951135
SteadyGeneticSegment,glass_set_const_20,3456789,30,0.24186682217377822,0.25748510858088997,5.101902477
SteadyGeneticSegment,bupa_set_const_10,3456789,666,0.15153640875507376,0.3300165775817121,7.844556441
SteadyGeneticSegment,bupa_set_const_20,3456789,1045,0.15907532933345392,0.3047912121812477,10.794211096
SteadyGeneticSegment,zoo_set_const_10,456789123,11,0.7575169418243023,0.840870912240567,1.851508732
SteadyGeneticSegment,zoo_set_const_20,456789123,11,0.7157566263312141,0.7601755184609341,2.068685952
SteadyGeneticSegment,glass_set_const_10,456789123,44,0.23487625000454643,0.27817405110338206,3.998268587
SteadyGeneticSegment,glass_set_const_20,456789123,39,0.2347442159450131,0.25504798827425834,5.121592639
SteadyGeneticSegment,bupa_set_const_10,456789123,455,0.15370026935991024,0.275634919233965,7.844287202
SteadyGeneticSegment,bupa_set_const_20,456789123,909,0.14408717934043283,0.2708390812625807,10.683873322
SteadyGeneticSegment,zoo_set_const_10,567891234,3,0.689782760227318,0.7125156612499356,1.845743283
SteadyGeneticSegment,zoo_set_const_20,567891234,11,0.7196442974830859,0.764063189612806,2.084728881
SteadyGeneticSegment,glass_set_const_10,567891234,50,0.19106850424329871,0.24027055094652103,3.989552359
SteadyGeneticSegment,glass_set_const_20,567891234,135,0.21649062338417013,0.2867729122161729,5.124642703
SteadyGeneticSegment,bupa_set_const_10,567891234,538,0.16009936200887198,0.3042770359258861,7.942455939
SteadyGeneticSegment,bupa_set_const_20,567891234,933,0.14972534114622096,0.2798238279376005,10.827025335
MemeticAll,zoo_set_const_10,123456789,5,0.6000214352035357,0.637909603574565,1.288973135
MemeticAll,zoo_set_const_20,123456789,18,0.6950726158068049,0.7677580756554376,1.535909647
MemeticAll,glass_set_const_10,123456789,248,0.31601769845916305,0.5639739881976878,3.330187883
MemeticAll,glass_set_const_20,123456789,532,0.31028990414636715,0.6164036507404578,4.614072916
MemeticAll,bupa_set_const_10,123456789,772,0.22355789537571158,0.5364709251568589,11.273734631
MemeticAll,bupa_set_const_20,123456789,1614,0.2105825417890514,0.5405117883774535,17.501580483
MemeticAll,zoo_set_const_10,234567891,9,0.5994284599789571,0.66762716304681,1.274074881
MemeticAll,zoo_set_const_20,234567891,9,0.7541584093872327,0.7905011393115491,1.548050342
MemeticAll,glass_set_const_10,234567891,228,0.29208010112409377,0.5485202627647365,3.198353364
MemeticAll,glass_set_const_20,234567891,471,0.31069193617378954,0.5756033137466042,4.527905102
MemeticAll,bupa_set_const_10,234567891,817,0.22036588453301534,0.5382546060966438,11.316208743
MemeticAll,bupa_set_const_20,234567891,1682,0.2174663642325066,0.5393016220838622,17.114158841
MemeticAll,zoo_set_const_10,3456789,15,0.879098494470664,0.9927629995837522,1.281409986
MemeticAll,zoo_set_const_20,3456789,12,0.7045377707402961,0.7529947439727179,1.519552366
MemeticAll,glass_set_const_10,3456789,335,0.33639316606869085,0.6818799567970828,3.495336231
MemeticAll,glass_set_const_20,3456789,526,0.3214571828092137,0.6096841504053702,4.521877954
MemeticAll,bupa_set_const_10,3456789,812,0.2299004624803737,0.5413920957273536,11.431013244
MemeticAll,bupa_set_const_20,3456789,1659,0.21883498244451552,0.5419443983866057,17.451243035
MemeticAll,zoo_set_const_10,456789123,4,0.7037600548088754,0.7340705895056989,1.3033019540000002
MemeticAll,zoo_set_const_20,456789123,39,0.5857093358974093,0.7431944989027802,1.545407049
MemeticAll,glass_set_const_10,456789123,286,0.33299623399093503,0.6144319411333665,3.141205358
MemeticAll,glass_set_const_20,456789123,388,0.28827023850620026,0.4953503226878848,4.484548092
MemeticAll,bupa_set_const_10,456789123,739,0.22015607552541866,0.5411819019529299,11.403104006
MemeticAll,bupa_set_const_20,456789123,1588,0.22622347500374998,0.5421340775145029,17.614294162
MemeticAll,zoo_set_const_10,567891234,9,0.6750090933708195,0.7432077964386724,1.298286157
MemeticAll,zoo_set_const_20,567891234,16,0.7026265043350699,0.767235801978299,1.504998578
MemeticAll,glass_set_const_10,567891234,308,0.3260049607792624,0.6422139470701913,3.392116692
MemeticAll,glass_set_const_20,567891234,338,0.30668648506293517,0.5034067218823313,4.37057835
MemeticAll,bupa_set_const_10,567891234,858,0.22784518934286163,0.5410468772293562,11.382838216
MemeticAll,bupa_set_const_20,567891234,1576,0.21185884801090266,0.5407559258532015,17.295311665
MemeticRandom,zoo_set_const_10,123456789,5,0.6111072865813764,0.6489954549524057,1.3618159680000002
MemeticRandom,zoo_set_const_20,123456789,30,0.5983224190605128,0.7194648521415673,1.6061332369999999
MemeticRandom,glass_set_const_10,123456789,37,0.21064863977428136,0.24705815433466588,3.273374127
MemeticRandom,glass_set_const_20,123456789,29,0.23906001936011007,0.2541576962203181,4.308309767
MemeticRandom,bupa_set_const_10,123456789,250,0.16547850219829768,0.23247556256865742,6.575257335
MemeticRandom,bupa_set_const_20,123456789,726,0.17720908778292332,0.27844328007718006,9.617232142
MemeticRandom,zoo_set_const_10,234567891,7,0.5845296522445879,0.637573087964029,1.381821708
MemeticRandom,zoo_set_const_20,234567891,9,0.7265653560531502,0.7629080859774666,1.634369493
MemeticRandom,glass_set_const_10,234567891,14,0.2337240166445366,0.24750058972143885,3.298908753
MemeticRandom,glass_set_const_20,234567891,107,0.19260908573537797,0.24831430725407647,4.385998387
MemeticRandom,bupa_set_const_10,234567891,405,0.17670759657813614,0.2852428343781189,6.769626828
MemeticRandom,bupa_set_const_20,234567891,575,0.1659589125553493,0.2461375083806904,9.712732476
MemeticRandom,zoo_set_const_10,3456789,7,0.6139355375090246,0.6669789732284658,1.367619612
MemeticRandom,zoo_set_const_20,3456789,9,0.7180365260077791,0.7543792559320955,1.850087838
MemeticRandom,glass_set_const_10,3456789,44,0.1963546051053902,0.23965240620422584,3.30683526
MemeticRandom,glass_set_const_20,3456789,33,0.23401578530106862,0.2511959003488915,4.340869369
MemeticRandom,bupa_set_const_10,3456789,300,0.15520971152979113,0.2356061839742228,6.577244849
MemeticRandom,bupa_set_const_20,3456789,516,0.1565483444918565,0.22849991918033652,9.53516167
MemeticRandom,zoo_set_const_10,456789123,22,0.7363828854173684,0.9030908262498978,1.370672925
MemeticRandom,zoo_set_const_20,456789123,16,0.6864797244682758,0.7510890221115049,1.600170775
MemeticRandom,glass_set_const_10,456789123,44,0.18499231578518074,0.22829011688401638,3.272491251
MemeticRandom,glass_set_const_20,456789123,32,0.2374636596304238,0.254123165131343,4.387424317
MemeticRandom,bupa_set_const_10,456789123,274,0.15708694076029833,0.2305157189262126,6.722354741
MemeticRandom,bupa_set_const_20,456789123,501,0.15945646608407335,0.22931642522928358,9.49477847
MemeticRandom,zoo_set_const_10,567891234,7,0.5977310696663709,0.650774505385812,1.350551834
MemeticRandom,zoo_set_const_20,567891234,12,0.7045377707402961,0.7529947439727179,1.605552365
MemeticRandom,glass_set_const_10,567891234,37,0.18362347084060118,0.2200329854009857,3.266846394
MemeticRandom,glass_set_const_20,567891234,93,0.21067468391883942,0.25909137178088576,4.340852363
MemeticRandom,bupa_set_const_10,567891234,482,0.16656069306956,0.2957310254636136,6.755794273
MemeticRandom,bupa_set_const_20,567891234,496,0.1608499458676061,0.23382733956531007,9.410844547
MemeticElitist,zoo_set_const_10,123456789,6,0.6220684629374517,0.667534264982687,1.363495748
MemeticElitist,glass_set_const_10,123456789,111,0.25825746248096776,0.36748600616212124,3.239046777
MemeticElitist,glass_set_const_20,123456789,210,0.2751617986147818,0.38448980346456385,4.267987415
MemeticElitist,bupa_set_const_10,123456789,967,0.23744384717460437,0.49658847668715583,6.645935772
MemeticElitist,bupa_set_const_20,123456789,1644,0.18654426059824392,0.4157853241406104,9.804888277
MemeticElitist,zoo_set_const_10,234567891,27,0.8745805644913182,1.079176673694877,1.374427247
MemeticElitist,zoo_set_const_20,234567891,10,0.7578698880089731,0.7982506990359913,1.603296801
MemeticElitist,glass_set_const_10,234567891,134,0.23978697781364786,0.37164846297828363,3.250088465
MemeticElitist,glass_set_const_20,234567891,411,0.27470295125135463,0.48867347502878533,4.316155815
MemeticElitist,bupa_set_const_10,234567891,837,0.22541190741842881,0.4497180655383932,6.67260897
MemeticElitist,bupa_set_const_20,234567891,1851,0.22212579385551987,0.4802311518950092,9.415447184
MemeticElitist,zoo_set_const_20,123456789,7,0.7348462855557839,0.7631128532746967,1.583635906
MemeticElitist,zoo_set_const_10,3456789,9,0.5892648426821224,0.6574635457499753,1.364208119
MemeticElitist,zoo_set_const_20,3456789,12,0.7045377707402963,0.7529947439727182,1.586847331
MemeticElitist,glass_set_const_10,3456789,160,0.2658792798085662,0.4233258292588775,3.263278944
MemeticElitist,glass_set_const_20,3456789,241,0.2706027128956786,0.39606961369947613,4.354800498
MemeticElitist,bupa_set_const_10,3456789,913,0.23722239982107554,0.4818956642936293,7.079370558
MemeticElitist,bupa_set_const_20,3456789,1590,0.2171978838000284,0.4389091313866238,9.636168100999999
MemeticElitist,zoo_set_const_10,456789123,2,0.7516122187919796,0.7667674861403914,1.3547796220000001
MemeticElitist,zoo_set_const_20,456789123,15,0.7458045718351748,0.8063757883757021,1.592637762
MemeticElitist,glass_set_const_10,456789123,240,0.26662147242050177,0.5027912965959689,3.232059403
MemeticElitist,glass_set_const_20,456789123,115,0.2726326555769408,0.33250275347086905,4.5080986020000005
MemeticElitist,bupa_set_const_10,456789123,892,0.23142525866275107,0.4704707700641946,6.501636897
MemeticElitist,bupa_set_const_20,456789123,1698,0.22772809944888972,0.4644989789470274,9.7190614
MemeticElitist,zoo_set_const_10,567891234,6,0.5991633215156483,0.6446291235608836,1.351372498
MemeticElitist,zoo_set_const_20,567891234,10,0.7100983048063607,0.7504791158333789,1.592157708
MemeticElitist,glass_set_const_10,567891234,127,0.3037146663679646,0.4286878649941493,3.282770267
MemeticElitist,glass_set_const_20,567891234,148,0.20634987456591544,0.28340008750766665,4.296919474
MemeticElitist,bupa_set_const_10,567891234,815,0.22304565700899848,0.4414560738163712,6.758498792
MemeticElitist,bupa_set_const_20,567891234,1470,0.21253873465469453,0.4175170578951317,9.636468707
LocalSearch,zoo_set_const_10,123456789,10,0.6070708482459535,0.6828471849880123,0.120445958
LocalSearch,zoo_set_const_20,123456789,30,0.7180362670157564,0.839178700096811,0.061789222000000005
LocalSearch,glass_set_const_10,123456789,11,0.2488006204835242,0.2596250707582331,0.584214357
LocalSearch,glass_set_const_20,123456789,40,0.25036941203563057,0.27119379391177956,0.728474688
LocalSearch,bupa_set_const_10,123456789,92,0.11834154516521543,0.14299646338150782,5.693020372
LocalSearch,bupa_set_const_20,123456789,251,0.11508260151816098,0.1500823016088751,6.031985858
LocalSearch,zoo_set_const_10,234567891,16,0.6138626540251646,0.7351047928124588,0.124471486
LocalSearch,zoo_set_const_20,234567891,26,0.7128269354122192,0.8178170440824665,0.079954465
LocalSearch,glass_set_const_10,234567891,38,0.21836861394402998,0.25576216943847896,0.711402944
LocalSearch,glass_set_const_20,234567891,31,0.2488013976362565,0.26494029359027194,0.368591716
LocalSearch,bupa_set_const_10,234567891,114,0.10979879641493981,0.14034945594382384,4.520847245
LocalSearch,bupa_set_const_20,234567891,221,0.11587016251745444,0.146686631521629,6.76255887
LocalSearch,zoo_set_const_10,3456789,8,0.6961848384094929,0.7568059078031399,0.06163640200000001
LocalSearch,zoo_set_const_20,3456789,54,0.6282545265221664,0.8463109060680647,0.07305876800000001
LocalSearch,glass_set_const_10,3456789,37,0.21145380490248217,0.24786331946286666,0.457602718
LocalSearch,glass_set_const_20,3456789,41,0.24999218893491662,0.27133718035796933,0.553493762
LocalSearch,bupa_set_const_10,3456789,182,0.1170908992594519,0.1658647592090738,6.421145014
LocalSearch,bupa_set_const_20,3456789,204,0.1164937712619489,0.14493974265041773,5.676390463
LocalSearch,zoo_set_const_10,456789123,9,0.724129941825817,0.7923286448936699,0.08638662600000001
LocalSearch,zoo_set_const_20,456789123,43,0.7284751202739066,0.9021126076900848,0.07119212600000001
LocalSearch,glass_set_const_10,456789123,40,0.21163497831812833,0.2509966156807062,0.37214989000000004
LocalSearch,glass_set_const_20,456789123,35,0.2486234016395667,0.26684473578119705,0.6396809410000001
LocalSearch,bupa_set_const_10,456789123,104,0.11977989385106484,0.14765067096513448,6.424549864
LocalSearch,bupa_set_const_20,456789123,219,0.11422980132071558,0.1447673882524542,6.287851524
LocalSearch,zoo_set_const_10,567891234,7,0.7591763822063461,0.8122198179257872,0.078701085
LocalSearch,zoo_set_const_20,567891234,26,0.7182101907094349,0.8232002993796822,0.058510422000000006
LocalSearch,glass_set_const_10,567891234,27,0.24805406663177143,0.27462317185151147,0.39763206900000003
LocalSearch,glass_set_const_20,567891234,44,0.2503618858630904,0.27326870592685426,0.460770703
LocalSearch,bupa_set_const_10,567891234,88,0.11120049126011869,0.13478345651048532,6.444379013
LocalSearch,bupa_set_const_20,567891234,168,0.11954846959682583,0.14297456368144723,7.337147713
